id,profession,partnership-no,practice-code,name,address-1,address-2,council,county,health-trust-area,postcode,tel,lat,long
dt-639,Dentist,60693,,D H MILLAR,20 Church Place,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 6EY,028 3832 3113,53.115948,-3.3761455
dt-640,Dentist,63421,,E HAUGHEY,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-641,Dentist,74624,,DR J VAUGHAN,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-642,Dentist,76644,,DR S HERRON,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-643,Dentist,103810,,MR GREGORY HODGKINSON,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-644,Dentist,209151,,MR CHRISTOPHER MINNIS,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-645,Dentist,226937,,DR HELEN HAMILTON,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-646,Dentist,243840,,MISS SUSAN DORNAN,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-647,Dentist,251633,,MRS LAUREN MAGUIRE,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-648,Dentist,257701,,MISS LYNDSEY MCMULLAN,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-649,Dentist,257842,,MISS MEGAN MCMULLAN,42 North Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT67 9AH,028 3832 2821,53.118402,-3.373863
dt-650,Dentist,56678,,D A LITTLE,4 Newry Road,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3HF,028 4066 2034,52.999445,-3.3072139
dt-651,Dentist,151751,,MR ANDREW LITTLE,4 Newry Road,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3HF,028 4066 2034,52.999445,-3.3072139
dt-652,Dentist,104281,,MISS AVEEN MCALLISTER,114 Castlereagh Road,Belfast,Belfast,Down,Belfast Trust,BT5 5FR,028 9045 1303,53.253415,-2.9610522
dt-653,Dentist,151755,,MISS CARA MCAULEY,114 Castlereagh Road,Belfast,Belfast,Down,Belfast Trust,BT5 5FR,028 9045 1303,53.253415,-2.9610522
dt-654,Dentist,258073,,DR KARL FINLAY,114 Castlereagh Road,Belfast,Belfast,Down,Belfast Trust,BT5 5FR,028 9045 1303,53.253415,-2.9610522
dt-655,Dentist,60523,,R A THORNTON,4 Windsor Hill,Newry,"Newry, Mourne and Down",Down,,BT34 1EP,028 3026 3400,52.832468,-3.3519958
dt-656,Dentist,61258,,P G THORNTON,4 Windsor Hill,Newry,"Newry, Mourne and Down",Down,,BT34 1EP,028 3026 3400,52.832468,-3.3519958
dt-657,Dentist,71986,,MS J MURTAGH,4 Windsor Hill,Newry,"Newry, Mourne and Down",Down,,BT34 1EP,028 3026 3400,52.832468,-3.3519958
dt-658,Dentist,59107,,R S HAUGH,5 Newcastle Street,Kilkeel,"Newry, Mourne and Down",Down,,BT34 4AF,028 4176 4210,52.724626,-3.0262745
dt-659,Dentist,70356,,G ROBB,The Health Centre 3 Neillsbrook Road,Randalstown,Antrim and Newtownabbey,Antrim,,BT41 3AE,028 9447 2321,53.404197,-3.3815668
dt-660,Dentist,76014,,MRS C ROBB,The Health Centre 3 Neillsbrook Road,Randalstown,Antrim and Newtownabbey,Antrim,,BT41 3AE,028 9447 2321,53.404197,-3.3815668
dt-661,Dentist,77957,,A TOHILL,The Health Centre 3 Neillsbrook Road,Randalstown,Antrim and Newtownabbey,Antrim,,BT41 3AE,028 9447 2321,53.404197,-3.3815668
dt-662,Dentist,83594,,MISS NICOLA KIELT,The Health Centre 3 Neillsbrook Road,Randalstown,Antrim and Newtownabbey,Antrim,,BT41 3AE,028 9447 2321,53.404197,-3.3815668
dt-663,Dentist,57800,,O F J BRUCE,789 Upper Newtownards Road,Belfast,Lisburn and Castlereagh,Down,,BT16 2QY,028 9048 3119,53.259453,-2.8847937
dt-664,Dentist,68931,,K A GORDON,789 Upper Newtownards Road,Belfast,Lisburn and Castlereagh,Down,,BT16 2QY,028 9048 3119,53.259453,-2.8847937
dt-665,Dentist,103173,,MISS JILL STEVENSON,789 Upper Newtownards Road,Belfast,Lisburn and Castlereagh,Down,,BT16 2QY,028 9048 3119,53.259453,-2.8847937
dt-666,Dentist,59113,,E G MALLON,56 Main Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3SU,028 3753 1057,52.892613,-3.7177324
dt-667,Dentist,68249,,K O'NEILL,56 Main Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3SU,028 3753 1057,52.892613,-3.7177324
dt-668,Dentist,83579,,DR HEATHER BEATTIE,56 Main Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3SU,028 3753 1057,52.892613,-3.7177324
dt-669,Dentist,191749,,MISS PAULA MCMANUS,56 Main Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3SU,028 3753 1057,52.892613,-3.7177324
dt-670,Dentist,230431,,MISS EILEEN O'MAHONY,56 Main Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3SU,028 3753 1057,52.892613,-3.7177324
dt-671,Dentist,59137,,R GRAHAM,25 Main Street,Clogher,Mid Ulster,Tyrone,,BT76 0AA,028 8554 8100,53.043169,-4.1809255
dt-672,Dentist,62375,,C CHRISTIE,25 Main Street,Clogher,Mid Ulster,Tyrone,,BT76 0AA,028 8554 8100,53.043169,-4.1809255
dt-673,Dentist,73970,,DR SINEAD QUINN,25 Main Street,Clogher,Mid Ulster,Tyrone,,BT76 0AA,028 8554 8100,53.043169,-4.1809255
dt-674,Dentist,85918,,DR JACQUELINE LOUGHRAN,25 Main Street,Clogher,Mid Ulster,Tyrone,,BT76 0AA,028 8554 8100,53.043169,-4.1809255
dt-675,Dentist,152100,,MR JONATHAN HILL,25 Main Street,Clogher,Mid Ulster,Tyrone,,BT76 0AA,028 8554 8100,53.043169,-4.1809255
dt-676,Dentist,73561,,R MILLAR,86 Spencer Road,Londonderry,Derry and Strabane,,,BT47 1AG,028 7134 4234,53.618795,-4.3586261
dt-677,Dentist,209149,,MR BRIAN O'KANE,86 Spencer Road,Londonderry,Derry and Strabane,,,BT47 1AG,028 7134 4234,53.618795,-4.3586261
dt-678,Dentist,83588,,MR CIARAN GILLAN,23 Cherry Drive,Eglinton,Derry and Strabane,Derry,Western Trust,BT47 3US,028 7181 1447,53.656767,-4.232284
dt-679,Dentist,228513,,MRS DIANA CASALINS,23 Cherry Drive,Eglinton,Derry and Strabane,Derry,Western Trust,BT47 3US,028 7181 1447,53.656767,-4.232284
dt-680,Dentist,59109,,J E J HULATT,11A Church Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 4AA,028 4066 2727,53.006833,-3.3024891
dt-681,Dentist,63847,,I J HULATT,11A Church Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 4AA,028 4066 2727,53.006833,-3.3024891
dt-682,Dentist,81824,,MR A BARKER,11A Church Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 4AA,028 4066 2727,53.006833,-3.3024891
dt-683,Dentist,62194,,P TAYLOR,34 High Street Draperstown,Magherafelt,Mid Ulster,Derry,,BT45 7AA,028 7962 7677,53.434948,-3.8319357
dt-684,Dentist,73487,,MRS JILL HASTINGS,34 High Street Draperstown,Magherafelt,Mid Ulster,Derry,,BT45 7AA,028 7962 7677,53.434948,-3.8319357
dt-685,Dentist,82212,,MRS TANYA MCMINN,34 High Street Draperstown,Magherafelt,Mid Ulster,Derry,,BT45 7AA,028 7962 7677,53.434948,-3.8319357
dt-686,Dentist,85762,,MR JUSTIN BLAKE,34 High Street Draperstown,Magherafelt,Mid Ulster,Derry,,BT45 7AA,028 7962 7677,53.434948,-3.8319357
dt-687,Dentist,245150,,MRS JOANNA FRAZER-BROWN,34 High Street Draperstown,Magherafelt,Mid Ulster,Derry,,BT45 7AA,028 7962 7677,53.434948,-3.8319357
dt-688,Dentist,66030,,R T O'BOYLE,12 Downs Road,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AG,028 4372 2302,52.87609,-2.9252884
dt-689,Dentist,67513,,SP HUGHES,12 Downs Road,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AG,028 4372 2302,52.87609,-2.9252884
dt-690,Dentist,80710,,MS F MURRAY,12 Downs Road,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AG,028 4372 2302,52.87609,-2.9252884
dt-691,Dentist,114032,,MR ADAM THRELFALL,12 Downs Road,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AG,028 4372 2302,52.87609,-2.9252884
dt-692,Dentist,60060,,D REANEY,28 Dungannon Street Moy,Dungannon,Mid Ulster,Tyrone,,BT71 7SH,028 8778 4977,53.09119,-3.7233182
dt-693,Dentist,66022,,A M GOODING,28 Dungannon Street Moy,Dungannon,Mid Ulster,Tyrone,,BT71 7SH,028 8778 4977,53.09119,-3.7233182
dt-694,Dentist,74973,,SA EDDIE,28 Dungannon Street Moy,Dungannon,Mid Ulster,Tyrone,,BT71 7SH,028 8778 4977,53.09119,-3.7233182
dt-695,Dentist,80905,,MS E DOUGHERTY,28 Dungannon Street Moy,Dungannon,Mid Ulster,Tyrone,,BT71 7SH,028 8778 4977,53.09119,-3.7233182
dt-696,Dentist,66029,,P J MAGUIRE,208 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 2AN,028 9035 1127,53.27742,-3.0020385
dt-697,Dentist,150557,,MR STEPHEN BYRNE,208 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 2AN,028 9035 1127,53.27742,-3.0020385
dt-698,Dentist,54348,,K P CASSIDY,8 Clarendon Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7ET,028 7126 4451,53.628607,-4.3725891
dt-699,Dentist,176488,,MR SEBASTIAN CRUDDEN,8 Clarendon Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7ET,028 7126 4451,53.628607,-4.3725891
dt-700,Dentist,66033,,L TURNER,19A Market Square,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AW,028 9269 9785,53.071403,-3.1922385
dt-701,Dentist,103845,,MR STEWART PAUL,19A Market Square,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AW,028 9269 9785,53.071403,-3.1922385
dt-702,Dentist,56680,,P E MCCANN,3 James Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1DH,028 8224 9555,53.227208,-4.3264161
dt-703,Dentist,59106,,M HARAN,3 James Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1DH,028 8224 9555,53.227208,-4.3264161
dt-704,Dentist,69567,,C MCALEER,3 James Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1DH,028 8224 9555,53.227208,-4.3264161
dt-705,Dentist,73970,,DR SINEAD QUINN,3 James Street,Omagh,Fermanagh and Omagh,Tyrone,,BT78 1DH,028 8224 9555,53.227208,-4.3264161
dt-706,Dentist,63442,,G L J ROBINSON,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-707,Dentist,68225,,MISS K-J ALLEN,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-708,Dentist,69454,,MRS J MONAGHAN,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-709,Dentist,70355,,A R MOORE,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-710,Dentist,81042,,MR K OGG,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-711,Dentist,82314,,MR PAUL MULLAN,5 Castle Place,Strabane,Derry and Strabane,Tyrone,Western Trust,BT82 8AW,028 7138 2875,53.450455,-4.4931809
dt-712,Dentist,67731,,P W REANEY,82 Main Street,Markethill,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 1PL,028 3755 2000,52.94635,-3.5440412
dt-713,Dentist,76503,,DR CATHY ROBINSON,82 Main Street,Markethill,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 1PL,028 3755 2000,52.94635,-3.5440412
dt-714,Dentist,79568,,MISS KERRY STEWART,82 Main Street,Markethill,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 1PL,028 3755 2000,52.94635,-3.5440412
dt-715,Dentist,73352,,H BURNETT,29 Church Street,Tandragee,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT62 2AF,028 3884 1778,53.005318,-3.4452032
dt-716,Dentist,74841,,B WRIGHT,29 Church Street,Tandragee,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT62 2AF,028 3884 1778,53.005318,-3.4452032
dt-717,Dentist,67436,,A MALANAPHY,77 Main Street,Derrylin,Fermanagh and Omagh,Fermanagh,,BT92 9LB,028 6774 8069,52.818966,-4.5548826
dt-718,Dentist,209122,,MR RYAN DOLAN,77 Main Street,Derrylin,Fermanagh and Omagh,Fermanagh,,BT92 9LB,028 6774 8069,52.818966,-4.5548826
dt-719,Dentist,64409,,O DEVLIN,55 Thomas Street,Dungannon,Mid Ulster,Tyrone,,BT70 1HW,028 8772 2619,53.148247,-3.7989351
dt-720,Dentist,74920,,MISS H MCKAVANAGH,55 Thomas Street,Dungannon,Mid Ulster,Tyrone,,BT70 1HW,028 8772 2619,53.148247,-3.7989351
dt-721,Dentist,264806,,MR MARK FRANCIS KENNEDY,55 Thomas Street,Dungannon,Mid Ulster,Tyrone,,BT70 1HW,028 8772 2619,53.148247,-3.7989351
dt-722,Dentist,66682,,P D J HUGHES,87 Strand Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7NN,028 7126 6000,53.631741,-4.3686509
dt-723,Dentist,82229,,MS K STEWART,87 Strand Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7NN,028 7126 6000,53.631741,-4.3686509
dt-724,Dentist,113355,,MISS MARY MOONEY,87 Strand Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7NN,028 7126 6000,53.631741,-4.3686509
dt-725,Dentist,66019,,F LYNCH,137 Old Glenarm Road,Larne,Mid and East Antrim,Antrim,,BT40 1NH,028 2827 3737,53.522738,-2.9015701
dt-726,Dentist,66024,,H MCGAHAN,3 Duke Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3JY,028 4175 4242,52.755954,-3.2714152
dt-727,Dentist,77968,,MS E KITCHEN,3 Duke Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3JY,028 4175 4242,52.755954,-3.2714152
dt-728,Dentist,77969,,MR P LINDEN,3 Duke Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3JY,028 4175 4242,52.755954,-3.2714152
dt-729,Dentist,209128,,MISS SUZANNE HARRIS,3 Duke Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3JY,028 4175 4242,52.755954,-3.2714152
dt-730,Dentist,59148,,N C L MILLER,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-731,Dentist,82205,,MR PHILIP BOLES,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-732,Dentist,85912,,DR DONNA-LEE HOLLINGER,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-733,Dentist,85922,,MISS DEBORAH MCKINNEY,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-734,Dentist,209091,,MS JENNIFER GULLEN,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-735,Dentist,243843,,MRS CLAIRE HENDERSON,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-736,Dentist,258060,,DR REBEKAH EVES,Springhill Surgery 4A Kileen Avenue,Bangor,North Down and Ards,Down,South East Trust,BT19 1NB,028 9127 4101,53.32337,-2.7756183
dt-737,Dentist,53142,,G A J CLEARY,Bishop St Dental Care Bishop Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6PR,028 7126 2402,53.621999,-4.3702827
dt-738,Dentist,80701,,MS K MCCLELLAND,Bishop St Dental Care Bishop Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6PR,028 7126 2402,53.621999,-4.3702827
dt-739,Dentist,191105,,MISS ORLA MCGINNIS,Bishop St Dental Care Bishop Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6PR,028 7126 2402,53.621999,-4.3702827
dt-740,Dentist,209148,,MISS EADAOIN O'KANE,Bishop St Dental Care Bishop Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6PR,028 7126 2402,53.621999,-4.3702827
dt-741,Dentist,227023,,MISS EMMA DOHERTY,Bishop St Dental Care Bishop Street,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 6PR,028 7126 2402,53.621999,-4.3702827
dt-742,Dentist,56544,,D V K FORSTER,8 Main Street,Lisbellaw,Fermanagh and Omagh,Fermanagh,,BT94 5ER,028 6638 7878,52.9394,-4.5276692
dt-743,Dentist,152119,,MISS EMMA LEITCH,8 Main Street,Lisbellaw,Fermanagh and Omagh,Fermanagh,,BT94 5ER,028 6638 7878,52.9394,-4.5276692
dt-744,Dentist,258884,,DR STEPHEN PATTERSON,8 Main Street,Lisbellaw,Fermanagh and Omagh,Fermanagh,,BT94 5ER,028 6638 7878,52.9394,-4.5276692
dt-745,Dentist,64417,,P M MCGUIGAN,8 Holmview Terrace Campsie,Omagh,Fermanagh and Omagh,Tyrone,,BT79 0AH,028 8224 6466,53.229184,-4.3131731
dt-746,Dentist,80714,,DR P TRAYNOR,8 Holmview Terrace Campsie,Omagh,Fermanagh and Omagh,Tyrone,,BT79 0AH,028 8224 6466,53.229184,-4.3131731
dt-747,Dentist,52527,,B MCGONIGLE,2 Carlisle Villas,Omagh,Fermanagh and Omagh,Tyrone,,BT79 7DH,028 8224 2145,53.237633,-4.3188291
dt-748,Dentist,77836,,MS MAIREAD TIMONEY,2 Carlisle Villas,Omagh,Fermanagh and Omagh,Tyrone,,BT79 7DH,028 8224 2145,53.237633,-4.3188291
dt-749,Dentist,83595,,MS C MCCANN,2 Carlisle Villas,Omagh,Fermanagh and Omagh,Tyrone,,BT79 7DH,028 8224 2145,53.237633,-4.3188291
dt-750,Dentist,85379,,MISS JULIE MCCREA,2 Carlisle Villas,Omagh,Fermanagh and Omagh,Tyrone,,BT79 7DH,028 8224 2145,53.237633,-4.3188291
dt-751,Dentist,82221,,MS A MCBRIDE,97 Brunswick Road,Bangor,North Down and Ards,Down,South East Trust,BT20 3DW,028 9127 0634,53.327892,-2.760145
dt-752,Dentist,104188,,MISS JULIE JOHNSTONE,97 Brunswick Road,Bangor,North Down and Ards,Down,South East Trust,BT20 3DW,028 9127 0634,53.327892,-2.760145
dt-753,Dentist,243813,,MR JAMES PARISH,97 Brunswick Road,Bangor,North Down and Ards,Down,South East Trust,BT20 3DW,028 9127 0634,53.327892,-2.760145
dt-754,Dentist,72986,,P MENARY,107 Holywood Road,Belfast,Belfast,Down,Belfast Trust,BT4 3BE,028 9047 1511,53.263783,-2.9449429
dt-755,Dentist,62101,,P S SMITH,The Mews/Rokeby Green The Mall,Armagh,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT61 9AT,028 3752 6554,52.994414,-3.6753268
dt-756,Dentist,58671,,MRS J M MCCANN,54 Forthill Street,Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 6AJ,028 6632 8333,52.965456,-4.6210775
dt-757,Dentist,211453,,MISS KELLIE MCCONNELL,Mckeogh Dental Care Main Street,Lisnaskea,Fermanagh and Omagh,Fermanagh,,BT92 0JB,028 6772 2292,52.880563,-4.4384686
dt-758,Dentist,55523,,W R E LIVINGSTON,38 Hamilton Road,Bangor,North Down and Ards,Down,South East Trust,BT20 4LE,028 9145 4590,53.329685,-2.7408671
dt-759,Dentist,191120,,MR ROSS LIVINGSTON,38 Hamilton Road,Bangor,North Down and Ards,Down,South East Trust,BT20 4LE,028 9145 4590,53.329685,-2.7408671
dt-760,Dentist,35563,,MR T F MAGUIRE,101 Main Street,Lisnaskea,Fermanagh and Omagh,Fermanagh,,BT92 0JB,028 6772 1459,52.880563,-4.4384686
dt-761,Dentist,49940,,L G HYLAND,101 Main Street,Lisnaskea,Fermanagh and Omagh,Fermanagh,,BT92 0JB,028 6772 1459,52.880563,-4.4384686
dt-762,Dentist,75208,,J MCGARRY,101 Main Street,Lisnaskea,Fermanagh and Omagh,Fermanagh,,BT92 0JB,028 6772 1459,52.880563,-4.4384686
dt-763,Dentist,152100,,MR JONATHAN HILL,101 Main Street,Lisnaskea,Fermanagh and Omagh,Fermanagh,,BT92 0JB,028 6772 1459,52.880563,-4.4384686
dt-764,Dentist,50990,,S BEST,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-765,Dentist,62385,,M B KIRK,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-766,Dentist,77729,,MR JONATHAN TODD,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-767,Dentist,77961,,P BURNS,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-768,Dentist,77965,,E GORDON,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-769,Dentist,103827,,MISS KATHRYN GORDON,105 Monkstown Road Monkstown,Newtownabbey,Antrim and Newtownabbey,Antrim,,BT37 0LG,028 9086 3498,53.354394,-2.9879929
dt-770,Dentist,82612,,DR J GRAHAM,62 Catherine Street,Limavady,Causeway Coast and Glens,Derry,,BT49 9DB,028 7772 2464,53.686382,-4.014813
dt-771,Dentist,64420,,E O'BRIEN,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-772,Dentist,71979,,P MCGEARY,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-773,Dentist,77964,,D GORDON,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-774,Dentist,113270,,MRS VICTORIA SMITH,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-775,Dentist,113290,,MRS REBECCA MCKNIGHT,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-776,Dentist,227741,,MISS CAOIMHE QUINN,40 Northland Row,Dungannon,Mid Ulster,Tyrone,,BT71 6AP,028 8772 2605,53.145951,-3.7949962
dt-777,Dentist,60032,,S O'HAGAN,22 Church Square,Rathfriland,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT34 5PT,028 4063 8733,52.894033,-3.1915557
dt-778,Dentist,79616,,DR M MCGALE,54 Forthill Street,Enniskillen,Fermanagh and Omagh,Fermanagh,,BT74 6AJ,028 6632 8333,52.965456,-4.6210775
dt-779,Dentist,59104,,D M FITZSIMONS,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-780,Dentist,85923,,DR MICHAEL MCMANUS,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-781,Dentist,176537,,MISS SUZANNE DINSMORE,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-782,Dentist,191107,,DR PETER MCCAUL,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-783,Dentist,243902,,MISS NIAMH RODGERS,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-784,Dentist,257771,,DR KATHRYN CHARLETON,39 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 2220,52.754686,-3.2706078
dt-785,Dentist,69568,,G R MAGUIRE,25 Church Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AA,028 9269 2557,53.071808,-3.1957573
dt-786,Dentist,76498,,MISS JENNIFER MCLEAN,25 Church Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AA,028 9269 2557,53.071808,-3.1957573
dt-787,Dentist,243842,,MISS STEPHANIE SHERIDAN,25 Church Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AA,028 9269 2557,53.071808,-3.1957573
dt-788,Dentist,264003,,MR CONOR JOHN MCCAMBRIDGE,25 Church Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1AA,028 9269 2557,53.071808,-3.1957573
dt-789,Dentist,64410,,MR A G FARQUHARSON,543 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 3BU,028 9037 0144,53.287518,-3.0027399
dt-790,Dentist,85942,,DR LOUISE WAUGH,543 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 3BU,028 9037 0144,53.287518,-3.0027399
dt-791,Dentist,77960,,S BEST,80 High Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8BB,028 3832 2257,53.112359,-3.3677389
dt-792,Dentist,41304,,R A SMITH,1 Connaught Park,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT62 3DF,028 3833 4855,53.067203,-3.4847809
dt-793,Dentist,62642,,MS M COYLE,1 St Patrick'S Terrace Buncrana Road,Londonderry,Derry and Strabane,Derry,Western Trust,BT48 7QR,028 7126 0612,53.64366,-4.3688197
dt-794,Dentist,69564,,DR NICOLA MCCORMICK,25 Patrick Street,Newry,"Newry, Mourne and Down",Down,,BT35 8EB,028 3026 3326,52.82631,-3.3645242
